##id	name	Amused	Disappointed	Indignant	Satisfied	Worried
10112941	titti57	0.08	0.24	0.47	0.11	0.07
10215136	Lettore_10215136	0.15	0.1	0.4	0.15	0.2
2774648	Anigrina	0.09	0.09	0.36	0.18	0.27
8958306	LordRahl	0.05	0.14	0.29	0.47	0.02
49208	giogio70	0.1	0.26	0.4	0.1	0.13
5696971	r_bortone	0.25	0.09	0.47	0.09	0.09
9664827	spingidentro	0.05	0.01	0.32	0.58	0.01
5092396	Lettore_5092396	0.09	0.47	0.27	0.13	0.02
2740886	sancrispino	0.26	0.16	0.24	0.21	0.11
5717737	Lettore_5717737	0.01	0	0.81	0.12	0.04
9198597	gauthierdestrasbourg	0.17	0.07	0.33	0.33	0.09
5801140	walter49	0.16	0.33	0.16	0	0.33
9080008	Fabluss	0.05	0.17	0.28	0.47	0.01
9571817	PACCHIO66	0.05	0.1	0.73	0.08	0.01
5549652	biglia86	0.13	0.08	0.31	0.29	0.16
5439267	Lettore_5439267	0.08	0.02	0.65	0.1	0.13
8828950	Motelko	0.21	0.19	0.14	0.38	0.06
9145520	AteismoLaPeggiorFede	0.06	0	0.55	0.32	0.04
2708403	edavi7	0.04	0.14	0.43	0.31	0.04
2695101	tinauser	0.11	0.05	0.52	0.23	0.05
9023383	ducksguts	0.2	0	0.4	0	0.4
9200708	Lettore_9200708	0.05	0.2	0.32	0.32	0.08
3569941	lucapino	0.05	0.25	0.42	0.05	0.2
10265454	Lettore_10265454	0.06	0.22	0.29	0.3	0.11
3354745	Lettore_3354745	0.21	0.12	0.29	0.09	0.26
9552542	Svegliatevi!	0.03	0	0.79	0.16	0.01
289454	Lettore_289454	0.1	0.12	0.22	0.28	0.26
9183166	Lettore_9183166	0.4	0.2	0.2	0	0.2
2284283	ventisi	0.2	0.1	0.34	0.11	0.22
5669169	Lucaing	0.07	0.27	0.36	0.22	0.06
2032296	Paky	0.09	0.15	0.27	0.38	0.09
2737311	Lettore_2737311	0.03	0.22	0.25	0.25	0.22
9039755	val	0.37	0	0.37	0.12	0.12
1596153	iviman	0.2	0	0	0.6	0.2
5429882	fedesganzy	0.11	0.06	0.32	0.34	0.15
5738953	frank233moto	0.04	0.16	0.46	0.24	0.08
5422779	HappyFuture	0.04	0.14	0.21	0.04	0.54
5163549	chcarla	0.05	0.13	0.59	0.16	0.05
5174117	ntetreggopiu	0.37	0.1	0.25	0.16	0.1
9480895	Mario1976	0.05	0.35	0.23	0.33	0.02
9654825	Mimancalaria	0.07	0.02	0.71	0.15	0.02
1109693	Angelo_1972	0.17	0.11	0.34	0.21	0.14
9066082	fabrix	0.11	0.15	0.17	0.52	0.03
9980826	Lettore_9980826	0.2	0.03	0.29	0.39	0.08
9875469	cincilla	0.13	0.2	0.25	0.16	0.23
2783684	Lettore_2783684	0.01	0.01	0.58	0.3	0.07
2811354	ilfaro1	0.06	0.04	0.64	0.13	0.11
2787779	NONUKE	0.04	0.22	0.31	0.36	0.04
5203610	Lettore_5203610	0.09	0.14	0.28	0.33	0.14
9616885	Lettore_9616885	0.07	0.02	0.69	0.17	0.03
9251969	Giorgioadv	0.05	0.15	0.47	0.3	0.01
3446837	Lettore_3446837	0.06	0.01	0.48	0.38	0.05
540819	Lettore_540819	0.09	0.28	0.38	0.09	0.14
5680826	Lettore_5680826	0.08	0.24	0.09	0.49	0.08
8821002	Leo1947	0.13	0.13	0.47	0.17	0.08
8430026	Lettore_8430026	0.1	0.33	0.34	0.05	0.15
2970801	Lettore_2970801	0.15	0.13	0.36	0.23	0.11
9906248	Lettore_9906248	0.16	0	0.33	0.33	0.16
1653243	nucleo	0.01	0.06	0.62	0.25	0.03
3703055	walyer112	0.35	0.05	0.11	0.29	0.17
8997841	bznein	0.5	0	0	0	0.5
3205865	CLAUDIAR	0.16	0.29	0.27	0.11	0.14
5482096	Sergio12	0.01	0.11	0.64	0.2	0.02
9345009	steven51	0.07	0.24	0.44	0.03	0.2
3217222	TRITTICUS	0.02	0.3	0.12	0.2	0.33
3662948	world54	0.13	0.07	0.27	0.33	0.17
5861798	Lettore_5861798	0.01	0.02	0.53	0.42	0.01
9308814	Lettore_9308814	0.07	0.09	0.23	0.57	0.01
9047287	Byzanthium	0.03	0.1	0.53	0.28	0.04
5653552	Gianca222	0.01	0.01	0.66	0.26	0.02
2805452	Lettore_2805452	0.16	0.2	0.34	0.16	0.12
3688959	Lettore_3688959	0.08	0.5	0.16	0.16	0.08
8910742	Lettore_8910742	0.35	0.13	0.11	0.28	0.11
2772473	lamad68	0.35	0.13	0.31	0.15	0.04
3711346	Lettore_3711346	0.11	0.19	0.35	0.08	0.24
2828159	barracuda2009	0.22	0	0.39	0.35	0.02
7770938	Lettore_7770938	0.11	0	0.33	0.22	0.33
3346503	filmagno	0.19	0.14	0.21	0.23	0.21
8312237	Lettore_8312237	0.07	0.21	0.4	0.27	0.02
5441854	matt77	0.11	0.22	0.33	0.22	0.11
2340594	Lettore_2340594	0.15	0.1	0.54	0.17	0.02
8776460	Lettore_8776460	0.12	0.12	0.62	0	0.12
9073942	giulia94	0.01	0.12	0.48	0.2	0.16
2861186	Lettore_2861186	0.11	0.17	0.17	0.41	0.11
8672973	tigone	0.08	0.43	0.32	0.1	0.04
2832865	Lettore_2832865	0.09	0.1	0.42	0.3	0.06
8472289	Lettore_8472289	0.07	0.06	0.41	0.24	0.2
860333	Ludo_05	0.1	0.14	0.4	0.1	0.25
2721308	plumetto	0.5	0	0	0	0.5
5426343	piergi47	0.1	0.03	0.12	0.67	0.06
2773012	15AGOSTO70	0.1	0.1	0.36	0.21	0.21
10283863	katia_	0.03	0.23	0.32	0.32	0.07
9779097	AriesPi	0.08	0.16	0.27	0.4	0.08
9604467	Lettore_9604467	0.08	0.25	0.33	0.25	0.08
1028403	salvefi	0.09	0.14	0.29	0.26	0.2
8799177	mandaqui	0.12	0.11	0.39	0.28	0.08
9811055	Lettore_9811055	0.33	0.12	0.22	0.25	0.06
7792537	Lettore_7792537	0.16	0.17	0.33	0.27	0.04
2036620	giukki	0.16	0.12	0.16	0.5	0.04
2020296	xig	0.03	0.04	0.31	0.59	0.01
8908479	Lettore_8908479	0.06	0.08	0.65	0.14	0.06
2606289	Lettore_2606289	0.16	0.37	0.11	0.11	0.25
2834838	Luigi12	0.1	0.15	0.49	0.15	0.08
3055874	cyberbiscottato	0.11	0.16	0.38	0.22	0.11
9044994	mauski	0.1	0.15	0.3	0.26	0.16
2775299	Trieste	0.24	0.26	0.12	0.28	0.1
2028343	alphacino	0.37	0.31	0.18	0	0.12
9046976	Harley-Davidson	0.09	0.09	0.3	0.43	0.05
2682446	Millina75	0.25	0.25	0.33	0.08	0.08
9037914	Lettore_9037914	0.1	0.12	0.21	0.44	0.11
9062579	dago53	0.03	0.1	0.51	0.25	0.07
3470976	Pani	0.04	0.1	0.44	0.21	0.18
9043545	chiaratti85	0.03	0.05	0.49	0.36	0.05
3562873	Lettore_3562873	0.11	0.11	0.47	0.17	0.11
2780758	westmalle	0.18	0.11	0.37	0.22	0.11
9077589	Lettore_9077589	0.07	0.11	0.54	0.18	0.07
9769311	arbiter	0.09	0.09	0.31	0.4	0.09
9565278	Lettore_9565278	0.02	0.26	0.02	0.28	0.4
2708661	lucignolo56	0.06	0	0.68	0.18	0.06
382744	BFC11994499	0.2	0.04	0.53	0.1	0.11
9045703	EGOSUMREX	0.17	0.13	0.43	0.21	0.04
1093140	milanista47	0.03	0.03	0.86	0.03	0.03
8289649	Lettore_8289649	0.18	0.09	0.09	0.45	0.18
7798066	Lettore_7798066	0.06	0.12	0.21	0.47	0.12
8097177	andrea07	0.07	0.06	0.46	0.32	0.07
9354885	birbotto65	0.12	0.16	0.2	0.2	0.29
10104955	SommaLombardo50	0.2	0.05	0.3	0.3	0.12
2330307	chimera22	0.02	0.48	0.13	0.1	0.24
5800841	MORCILLA162	0.25	0	0.5	0	0.25
3477885	jaco	0.1	0.04	0.5	0.3	0.03
10543263	Lettore_10543263	0.1	0.15	0.55	0.15	0.05
9080997	Lettore_9080997	0.16	0.07	0.32	0.42	0.01
9618876	pralino	0.12	0.19	0.31	0.21	0.14
2364519	Lettore_2364519	0.09	0.06	0.3	0.5	0.03
1773849	Lettore_1773849	0.33	0	0.5	0	0.16
256138	Il_Longobardo	0.16	0.15	0.25	0.23	0.19
10174540	Schuck	0.09	0.1	0.44	0.15	0.19
5674006	Giancando	0.08	0.16	0.4	0.16	0.2
2765750	crcr79	0.12	0.12	0.42	0.28	0.04
10126853	reckonher	0.2	0.2	0.4	0	0.2
5279274	vanelli	0.07	0.07	0.6	0.14	0.1
5698680	red2509	0.04	0.08	0.16	0.62	0.08
5131275	abz1946	0.17	0.05	0.33	0.3	0.12
1955474	Dreyght	0.12	0.32	0.32	0.18	0.04
9039912	LETTORE1	0.16	0.17	0.2	0.35	0.09
8867789	DaUruGuay	0.04	0.04	0.74	0.1	0.05
2443122	Lettore_2443122	0.1	0.08	0.58	0.12	0.12
8738182	penelope47	0.25	0	0.25	0.25	0.25
5148177	Lettore_5148177	0.05	0.3	0.25	0.15	0.25
934724	fausto.franzoni	0.08	0.04	0.54	0.3	0.02
2942288	gilbtg	0.03	0.2	0.53	0.07	0.15
2432478	Lettore_2432478	0.25	0.04	0.25	0.37	0.08
9054269	Lettore_9054269	0.18	0.56	0	0.12	0.12
9102959	teobaldoeremita	0.13	0.13	0.45	0.04	0.22
3493418	Raffele	0.19	0.14	0.17	0.24	0.23
5561866	atomo69	0.03	0.1	0.34	0.47	0.03
